repository,path,name,url,html_url,git_url,score
Aly-Ant0/Java-Kotlin-Android-VLC,application/vlc-android/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/456017164/contents/application/vlc-android/AndroidManifest.xml?ref=82f9e52f599bfcdc10f0590960a4fefc39655ed4,https://github.com/Aly-Ant0/Java-Kotlin-Android-VLC/blob/82f9e52f599bfcdc10f0590960a4fefc39655ed4/application/vlc-android/AndroidManifest.xml,https://api.github.com/repositories/456017164/git/blobs/5b6a704dc4e05359290ec87794ef840e72dc88c6,1.0
hongbeomi/Android-Codelabs,android-gestural-navigation-starter/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/535534888/contents/android-gestural-navigation-starter/app/src/main/AndroidManifest.xml?ref=e325170c85ca210ec8de50728981fac3db5d92be,https://github.com/hongbeomi/Android-Codelabs/blob/e325170c85ca210ec8de50728981fac3db5d92be/android-gestural-navigation-starter/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/535534888/git/blobs/370b1786830022bda26f1e2542e9e037fe05cc1b,1.0
Yuwen618/KongPlayer,shared/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/744281080/contents/shared/src/main/AndroidManifest.xml?ref=4988491c000517567fe2273268e04fbafbdb4331,https://github.com/Yuwen618/KongPlayer/blob/4988491c000517567fe2273268e04fbafbdb4331/shared/src/main/AndroidManifest.xml,https://api.github.com/repositories/744281080/git/blobs/47bf40ee340b7753dc310779645925e6e73072ac,1.0
JustinMMcHenry/RadioDroidFM,app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/159273081/contents/app/src/main/AndroidManifest.xml?ref=1961af16f9491537ea91db4b8dad94e65e4460b5,https://github.com/JustinMMcHenry/RadioDroidFM/blob/1961af16f9491537ea91db4b8dad94e65e4460b5/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/159273081/git/blobs/3f39978f0adc9af28d82bd3ac703383c97c71df1,1.0
M-Shinoda/fluttube,android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/451420573/contents/android/app/src/main/AndroidManifest.xml?ref=62b8a9158cb519723be2ab22112cf1a8abd38137,https://github.com/M-Shinoda/fluttube/blob/62b8a9158cb519723be2ab22112cf1a8abd38137/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/451420573/git/blobs/420ad61a4a72d99cea4b3b883744739365e5de2d,1.0
Micronet-Ltd/sc600-android-packages,apps/Music/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/315257660/contents/apps/Music/AndroidManifest.xml?ref=cc32d97560e52ee29f1fe1ce728c590df6542e1e,https://github.com/Micronet-Ltd/sc600-android-packages/blob/cc32d97560e52ee29f1fe1ce728c590df6542e1e/apps/Music/AndroidManifest.xml,https://api.github.com/repositories/315257660/git/blobs/3a0b0d8d176dae902366d022113d5a91ecb62689,1.0
willmello99/MediaPlayerDroid,shared/build/intermediates/merged_manifest/release/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/741524259/contents/shared/build/intermediates/merged_manifest/release/AndroidManifest.xml?ref=c1f14ab88a9d6099935e81837ad60201918c0616,https://github.com/willmello99/MediaPlayerDroid/blob/c1f14ab88a9d6099935e81837ad60201918c0616/shared/build/intermediates/merged_manifest/release/AndroidManifest.xml,https://api.github.com/repositories/741524259/git/blobs/5920638c8336fe3a803f2adc210f5a195f7a67ef,1.0
sampyng/Musicat,shared/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/553349829/contents/shared/src/main/AndroidManifest.xml?ref=b7885fe141b67f52e6b367495ab5b0477d13c1bc,https://github.com/sampyng/Musicat/blob/b7885fe141b67f52e6b367495ab5b0477d13c1bc/shared/src/main/AndroidManifest.xml,https://api.github.com/repositories/553349829/git/blobs/5a98f84ff2d2df56153004d3183ba9e5c1a6a6ba,1.0
karimi374/telehamekare,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/76964474/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=df5ccda07f632b298612723b7a8298e44cdd8906,https://github.com/karimi374/telehamekare/blob/df5ccda07f632b298612723b7a8298e44cdd8906/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/76964474/git/blobs/4e479a984b0c16a47834017c7a414ca2b82219e7,1.0
loamen/media,demos/session/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/809351050/contents/demos/session/src/main/AndroidManifest.xml?ref=43ceb0bb3cfff5120b221aaf9ac75bbad01e707f,https://github.com/loamen/media/blob/43ceb0bb3cfff5120b221aaf9ac75bbad01e707f/demos/session/src/main/AndroidManifest.xml,https://api.github.com/repositories/809351050/git/blobs/550b0698f0430db81bae5d9bdfae21ce38c0eca3,1.0
HongFeiQ/heyin-Box,media/demos/session/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/749700207/contents/media/demos/session/src/main/AndroidManifest.xml?ref=f0ec66fb8e8b05dab12b7673c49c3d98eced7f4d,https://github.com/HongFeiQ/heyin-Box/blob/f0ec66fb8e8b05dab12b7673c49c3d98eced7f4d/media/demos/session/src/main/AndroidManifest.xml,https://api.github.com/repositories/749700207/git/blobs/550b0698f0430db81bae5d9bdfae21ce38c0eca3,1.0
xdtianyu/android-8.0.0_r4,developers/build/prebuilts/gradle/MediaBrowserService/Application/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/101650981/contents/developers/build/prebuilts/gradle/MediaBrowserService/Application/src/main/AndroidManifest.xml?ref=7b2a348b53815c068a960fe7243b9dc9ba144fa6,https://github.com/xdtianyu/android-8.0.0_r4/blob/7b2a348b53815c068a960fe7243b9dc9ba144fa6/developers/build/prebuilts/gradle/MediaBrowserService/Application/src/main/AndroidManifest.xml,https://api.github.com/repositories/101650981/git/blobs/570aeb47d0f70b8172f79b3d6b3c96477131a71e,1.0
ADVAN-ELAA-8QM-PRC1/platform-developers-build,prebuilts/gradle/MediaBrowserService/Application/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/117646823/contents/prebuilts/gradle/MediaBrowserService/Application/src/main/AndroidManifest.xml?ref=878cf6d1d22db6228419a2af7eae45d09f805dc4,https://github.com/ADVAN-ELAA-8QM-PRC1/platform-developers-build/blob/878cf6d1d22db6228419a2af7eae45d09f805dc4/prebuilts/gradle/MediaBrowserService/Application/src/main/AndroidManifest.xml,https://api.github.com/repositories/117646823/git/blobs/570aeb47d0f70b8172f79b3d6b3c96477131a71e,1.0
grmartin/nypr-vlc-android,vlc-android/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/97032769/contents/vlc-android/AndroidManifest.xml?ref=0d9481ef1ea139d4feac029891a9ee24ce0971b4,https://github.com/grmartin/nypr-vlc-android/blob/0d9481ef1ea139d4feac029891a9ee24ce0971b4/vlc-android/AndroidManifest.xml,https://api.github.com/repositories/97032769/git/blobs/35d87f9d34c3eb17f9be5bb7bb1e9a8c6a3d27e8,1.0
BPI-SINOVOIP/BPI-R40-V40-Android6,android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/96562036/contents/android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml?ref=ab0b5b2135c31fb0b4f74b8f4a663d5fa67c4f8a,https://github.com/BPI-SINOVOIP/BPI-R40-V40-Android6/blob/ab0b5b2135c31fb0b4f74b8f4a663d5fa67c4f8a/android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml,https://api.github.com/repositories/96562036/git/blobs/45c8de7e2258126f782fe51ddc87d5321bd12e32,1.0
BPI-SINOVOIP/BPI-R40-V40-T3-Android6,android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/93489425/contents/android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml?ref=f9734460d7921cd74ce2799cc46f20bd17c0e4c2,https://github.com/BPI-SINOVOIP/BPI-R40-V40-T3-Android6/blob/f9734460d7921cd74ce2799cc46f20bd17c0e4c2/android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml,https://api.github.com/repositories/93489425/git/blobs/45c8de7e2258126f782fe51ddc87d5321bd12e32,1.0
BPI-SINOVOIP/BPI-A83T-Android6,android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/112411954/contents/android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml?ref=e0b8640e89e60371b64f765228b5ee1c35ebd705,https://github.com/BPI-SINOVOIP/BPI-A83T-Android6/blob/e0b8640e89e60371b64f765228b5ee1c35ebd705/android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml,https://api.github.com/repositories/112411954/git/blobs/45c8de7e2258126f782fe51ddc87d5321bd12e32,1.0
BPI-SINOVOIP/BPI-A64-Android,android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/67374581/contents/android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml?ref=d7051abe19d134dd69e1fc11b9b409714138bf49,https://github.com/BPI-SINOVOIP/BPI-A64-Android/blob/d7051abe19d134dd69e1fc11b9b409714138bf49/android/development/samples/browseable/MediaBrowserService/AndroidManifest.xml,https://api.github.com/repositories/67374581/git/blobs/45c8de7e2258126f782fe51ddc87d5321bd12e32,1.0
Gal-Klein/android_auto_demo,obj/Release/50/android/manifest/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/182636998/contents/obj/Release/50/android/manifest/AndroidManifest.xml?ref=efcd1e566da44267d3742fca346d64999052d05d,https://github.com/Gal-Klein/android_auto_demo/blob/efcd1e566da44267d3742fca346d64999052d05d/obj/Release/50/android/manifest/AndroidManifest.xml,https://api.github.com/repositories/182636998/git/blobs/51bb0b67ba8e112e75560b8f9c29c191ba6b39a7,1.0
adamfit/platform_frameworks_support,samples/Support4Demos/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/148326589/contents/samples/Support4Demos/src/main/AndroidManifest.xml?ref=9e6a7849696fce73bb81005a81b78410bfebc6d6,https://github.com/adamfit/platform_frameworks_support/blob/9e6a7849696fce73bb81005a81b78410bfebc6d6/samples/Support4Demos/src/main/AndroidManifest.xml,https://api.github.com/repositories/148326589/git/blobs/52d24be7d9cdf0a218d30d7793e413062923ea46,1.0
Teleplusss/telegramPlus,TMessagesProj/config/foss/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/113430124/contents/TMessagesProj/config/foss/AndroidManifest.xml?ref=965691e25fec27ea51ef13398736b74aa81e83c8,https://github.com/Teleplusss/telegramPlus/blob/965691e25fec27ea51ef13398736b74aa81e83c8/TMessagesProj/config/foss/AndroidManifest.xml,https://api.github.com/repositories/113430124/git/blobs/51d8eec85b267fb50fee54eddb86783b3dfcf71e,1.0
Teleplusss/telegramPlus,TMessagesProj/config/debug/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/113430124/contents/TMessagesProj/config/debug/AndroidManifest.xml?ref=965691e25fec27ea51ef13398736b74aa81e83c8,https://github.com/Teleplusss/telegramPlus/blob/965691e25fec27ea51ef13398736b74aa81e83c8/TMessagesProj/config/debug/AndroidManifest.xml,https://api.github.com/repositories/113430124/git/blobs/51d8eec85b267fb50fee54eddb86783b3dfcf71e,1.0
Teleplusss/telegramPlus,TMessagesProj/config/release/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/113430124/contents/TMessagesProj/config/release/AndroidManifest.xml?ref=965691e25fec27ea51ef13398736b74aa81e83c8,https://github.com/Teleplusss/telegramPlus/blob/965691e25fec27ea51ef13398736b74aa81e83c8/TMessagesProj/config/release/AndroidManifest.xml,https://api.github.com/repositories/113430124/git/blobs/51d8eec85b267fb50fee54eddb86783b3dfcf71e,1.0
ZoEnXI/CarTalk,shared/build/intermediates/aapt_friendly_merged_manifests/debug/processDebugManifest/aapt/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/859729419/contents/shared/build/intermediates/aapt_friendly_merged_manifests/debug/processDebugManifest/aapt/AndroidManifest.xml?ref=9698327e10f41957713f149ac6b51836db4b9dab,https://github.com/ZoEnXI/CarTalk/blob/9698327e10f41957713f149ac6b51836db4b9dab/shared/build/intermediates/aapt_friendly_merged_manifests/debug/processDebugManifest/aapt/AndroidManifest.xml,https://api.github.com/repositories/859729419/git/blobs/54bec34338d8c6d694904706143fbceff9082541,1.0
l123456789jy/Telegram,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/150681080/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=a4e1d0ee30d603076170e84f8a605fa2756e01c6,https://github.com/l123456789jy/Telegram/blob/a4e1d0ee30d603076170e84f8a605fa2756e01c6/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/150681080/git/blobs/54676c3d5776141ae75d3330c39f3e6e952793ba,1.0
jiulu313/TelegramBuilded,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/129183504/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=d2cfdbaad931be127cce5b9bbcb87f194c2aaecc,https://github.com/jiulu313/TelegramBuilded/blob/d2cfdbaad931be127cce5b9bbcb87f194c2aaecc/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/129183504/git/blobs/54676c3d5776141ae75d3330c39f3e6e952793ba,1.0
hnvn/Bibonet-android,Bibonet/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/126808939/contents/Bibonet/src/main/AndroidManifest.xml?ref=fa6b5b885c29ab361bcebe82a9318ba19329c957,https://github.com/hnvn/Bibonet-android/blob/fa6b5b885c29ab361bcebe82a9318ba19329c957/Bibonet/src/main/AndroidManifest.xml,https://api.github.com/repositories/126808939/git/blobs/54676c3d5776141ae75d3330c39f3e6e952793ba,1.0
vricardo5/wooleMusicplayer,android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/666440293/contents/android/app/src/main/AndroidManifest.xml?ref=ef33eb07050beec85c32eec0d14bead0ecd3d626,https://github.com/vricardo5/wooleMusicplayer/blob/ef33eb07050beec85c32eec0d14bead0ecd3d626/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/666440293/git/blobs/5058d21f9317f605a791c58ca8e15b1f6f62a340,1.0
abhixv/MusicPlayer,android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/749981205/contents/android/app/src/main/AndroidManifest.xml?ref=1be38695e712ccbba2a9ea883462641ecf3dabf7,https://github.com/abhixv/MusicPlayer/blob/1be38695e712ccbba2a9ea883462641ecf3dabf7/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/749981205/git/blobs/5058d21f9317f605a791c58ca8e15b1f6f62a340,1.0
thekharche/maestro-flutter-music-app,android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/700616556/contents/android/app/src/main/AndroidManifest.xml?ref=7c2bda81d47c713707ee7cb62ca1949c00cd754e,https://github.com/thekharche/maestro-flutter-music-app/blob/7c2bda81d47c713707ee7cb62ca1949c00cd754e/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/700616556/git/blobs/5058d21f9317f605a791c58ca8e15b1f6f62a340,1.0
schummLee/ai-search,drop/android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/794410840/contents/drop/android/app/src/main/AndroidManifest.xml?ref=38c0f906748da9d6230eaeb2d3cf4c88153c1857,https://github.com/schummLee/ai-search/blob/38c0f906748da9d6230eaeb2d3cf4c88153c1857/drop/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/794410840/git/blobs/5058d21f9317f605a791c58ca8e15b1f6f62a340,1.0
androidbroadcast/AndroidDevBenchmark,Signal-Android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/448198860/contents/Signal-Android/app/src/main/AndroidManifest.xml?ref=be850b72ad1d0e4d5aaf7eadd434366107d3dac0,https://github.com/androidbroadcast/AndroidDevBenchmark/blob/be850b72ad1d0e4d5aaf7eadd434366107d3dac0/Signal-Android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/448198860/git/blobs/426dbd7c3765855770c9fb46ce8c635f28dad389,1.0
nexplorer-3e/NekoX,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/453334698/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=41c5cbb61bc7b3ffaeda9da6878bc04a01a215fd,https://github.com/nexplorer-3e/NekoX/blob/41c5cbb61bc7b3ffaeda9da6878bc04a01a215fd/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/453334698/git/blobs/4f6fc8ab87fd8614b5a24bd61fea921e32770641,1.0
BitlikerAppFork/Nekogram,TMessagesProj/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/458028917/contents/TMessagesProj/src/main/AndroidManifest.xml?ref=5d1c99e1fb746788ac7ae54d56159a8915753776,https://github.com/BitlikerAppFork/Nekogram/blob/5d1c99e1fb746788ac7ae54d56159a8915753776/TMessagesProj/src/main/AndroidManifest.xml,https://api.github.com/repositories/458028917/git/blobs/347ce52e1c2945db4f6250de15fe63d3afc13ee6,1.0
afiqnazir/spotube,android/app/src/main/AndroidManifest.xml,AndroidManifest.xml,https://api.github.com/repositories/766569575/contents/android/app/src/main/AndroidManifest.xml?ref=b5e764beed5e6c76976d6cb4ed062140169ed36e,https://github.com/afiqnazir/spotube/blob/b5e764beed5e6c76976d6cb4ed062140169ed36e/android/app/src/main/AndroidManifest.xml,https://api.github.com/repositories/766569575/git/blobs/5ab7a0b51281c22d5dbe943b0f5de82de7e50511,1.0
